Year,Region,ntl_mean,ntl_dmsp,ntl_viirs,ntl_urban
2014,Bay of Plenty,8.197208837756278,7.681412488383247,8.197208837756278,10.695872602000128
2015,Bay of Plenty,8.574029672761315,7.618986578606754,8.574029672761315,11.1875867659204
2016,Bay of Plenty,8.369157238105165,8.307604329728571,8.369157238105165,10.999750180183474
2017,Bay of Plenty,9.20623268920151,10.91088916778656,9.20623268920151,12.242240256006264
2018,Bay of Plenty,9.890640245858403,8.586178186292273,9.890640245858403,13.25579821646448
2019,Bay of Plenty,9.714526073203292,11.115899753011226,9.714526073203292,13.114610198824444
2000,Canterbury,5.871019510525591,5.871019510525591,5.433185002020957,7.264090143116348
2001,Canterbury,5.261843808377658,5.261843808377658,6.1587036565548585,6.530998325368902
2002,Canterbury,5.649420016571876,5.649420016571876,5.776185468539562,7.043583967957384
2003,Canterbury,5.822863410199864,5.822863410199864,6.37160638168771,7.286478329462812
2004,Canterbury,5.489146237752718,5.489146237752718,5.990988525732725,6.902086136533538
2005,Canterbury,7.026719214546263,7.026719214546263,6.5466728722781005,8.893739360752669
2006,Canterbury,6.434655507718001,6.434655507718001,6.430326168357562,8.17429660065602
2007,Canterbury,7.036540648962975,7.036540648962975,6.8845198109111445,8.981056910170297
2008,Canterbury,7.72680315024598,7.72680315024598,7.670824468473942,9.925088342543338
2009,Canterbury,7.818597082935263,7.818597082935263,6.681096834081922,10.06474922114285
2010,Canterbury,8.13566531514783,8.13566531514783,7.7096803467214015,10.488226200025837
2011,Canterbury,7.608669055897328,7.608669055897328,7.809732066200421,9.863830737646284
2012,Canterbury,7.510235069580474,7.510235069580474,7.624856985105956,9.807451920805551
2013,Canterbury,7.998220024319703,7.998220024319703,7.4040099161681985,10.49634032269852
2014,Canterbury,8.540531025362903,6.944953524764601,8.540531025362903,11.339581741487388
2015,Canterbury,8.419491085010039,7.305777336219948,8.419491085010039,11.214311063804576
2016,Canterbury,8.953190461910685,7.533241436127211,8.953190461910685,11.932571921520822
2017,Canterbury,8.976240960943903,7.953407438064328,8.976240960943903,11.97374710478118
2018,Canterbury,10.228171654441368,9.747511423466817,10.228171654441368,13.749343439863257
2019,Canterbury,9.356998532055131,8.51499239016737,9.356998532055131,12.631948018274429
2000,Gisborne,5.439981718357316,5.439981718357316,6.305737702683746,6.77603536103207
2001,Gisborne,6.431614195226878,6.431614195226878,5.931874007555903,8.047336442337743
2002,Gisborne,6.601376901528982,6.601376901528982,5.657351612915609,8.293234287262692
2003,Gisborne,7.663369390407885,7.663369390407885,6.615477199386149,9.644319382526872
2004,Gisborne,7.239741348041574,7.239741348041574,6.237601073548518,9.11724010460638
2005,Gisborne,7.0150621799832775,7.0150621799832775,6.555560459753323,8.875010650531422
2006,Gisborne,8.064214031941344,8.064214031941344,6.521563173542011,10.21467724960398
2007,Gisborne,6.101834107661048,6.101834107661048,6.978217507247301,7.785687670139195
2008,Gisborne,6.625020086333437,6.625020086333437,7.626144438638558,8.48104606230475
2009,Gisborne,6.58954825439623,6.58954825439623,7.434243475943787,8.483008161040265
2010,Gisborne,7.127978478959766,7.127978478959766,7.398570139105693,9.197717872268791
2011,Gisborne,6.516166954921046,6.516166954921046,7.223570973140632,8.456052579559017
2012,Gisborne,8.430898449942715,8.430898449942715,7.065362002848652,10.976331605874076
2013,Gisborne,7.599290686799705,7.599290686799705,7.580227113131002,9.891424439337296
2014,Gisborne,7.89587147795686,6.639722847965555,7.89587147795686,10.30831443692395
2015,Gisborne,9.00870601759857,7.1724418429131775,9.00870601759857,11.8073911992872
2016,Gisborne,8.426029314724328,8.680948813730874,8.426029314724328,11.11355181776015
2017,Gisborne,9.063944257810652,9.449059297837987,9.063944257810652,12.003688621030694
2018,Gisborne,8.612166813139515,11.27673092078185,8.612166813139515,11.510158387418825
2019,Gisborne,8.6021847226648,13.102149889214942,8.6021847226648,11.61294937559748
2000,Hawke's Bay,5.287008004516918,5.287008004516918,6.420054502952234,6.606606221076083
2001,Hawke's Bay,5.640090503979947,5.640090503979947,6.234448918193823,7.089582161654865
2002,Hawke's Bay,8.1976917650494,8.1976917650494,6.195236069639986,10.357748662048676
2003,Hawke's Bay,5.9150348963192565,5.9150348963192565,6.975758875574915,7.506998317624235
2004,Hawke's Bay,7.461314056509755,7.461314056509755,6.922924026392207,9.523851423992207
2005,Hawke's Bay,6.277189173526994,6.277189173526994,7.670784696188303,8.066832441083733
2006,Hawke's Bay,7.927052645782158,7.927052645782158,7.166996006795597,10.20996899107242
2007,Hawke's Bay,7.543271633874759,7.543271633874759,6.692541743658578,9.743106024952334
2008,Hawke's Bay,6.997414907036973,6.997414907036973,6.568252251951362,9.013761514934318
2009,Hawke's Bay,7.239766266053547,7.239766266053547,8.032823629875677,9.362332112179605
2010,Hawke's Bay,6.780030123344783,6.780030123344783,8.133375366355052,8.774099524180166
2011,Hawke's Bay,7.980307419136912,7.980307419136912,7.483324292919159,10.38899678687201
2012,Hawke's Bay,7.267179244924643,7.267179244924643,7.500539830142417,9.48952680101434
2013,Hawke's Bay,6.720257265063559,6.720257265063559,8.498466933634793,8.80422007488292
2014,Hawke's Bay,7.473359086454933,6.85113825426982,7.473359086454933,9.840987850558642
2015,Hawke's Bay,7.653770694564812,8.244881626603695,7.653770694564812,10.083124374730303
2016,Hawke's Bay,8.579291074591746,9.976602762716404,8.579291074591746,11.338502231209578
2017,Hawke's Bay,8.420301496527877,8.789175748531536,8.420301496527877,11.231863022923685
2018,Hawke's Bay,8.947522494485018,8.823753889950053,8.947522494485018,12.033791612561156
2019,Hawke's Bay,9.042759580953346,9.450523169870252,9.042759580953346,12.20772543428702
2000,Manawatu-Whanganui,6.209828043237015,6.209828043237015,5.883740684031175,7.723763659807268
2001,Manawatu-Whanganui,7.292802495773385,7.292802495773385,6.24974014705071,9.122567632832832
2002,Manawatu-Whanganui,6.440114777522636,6.440114777522636,6.438338920411988,8.10458584844052
2003,Manawatu-Whanganui,6.901068278982353,6.901068278982353,5.985502426664478,8.686461843753722
2004,Manawatu-Whanganui,5.152894427760541,5.152894427760541,6.626048480965622,6.520231767083413
2005,Manawatu-Whanganui,6.757091410473209,6.757091410473209,6.890422754127426,8.599368545072037
2006,Manawatu-Whanganui,6.3627103819398485,6.3627103819398485,8.18817075549403,8.154383923593427
2007,Manawatu-Whanganui,6.145955589023072,6.145955589023072,7.961858731765125,7.893607328612291
2008,Manawatu-Whanganui,6.655393328216506,6.655393328216506,7.025955609289087,8.621661919265932
2009,Manawatu-Whanganui,7.059805128823638,7.059805128823638,7.222991918168262,9.131824361690509
2010,Manawatu-Whanganui,8.411073115637821,8.411073115637821,6.902158857796694,10.93582356138821
2011,Manawatu-Whanganui,6.590678954836961,6.590678954836961,7.458699554349075,8.615622528758124
2012,Manawatu-Whanganui,7.832526921776658,7.832526921776658,7.952972054444628,10.26173433091888
2013,Manawatu-Whanganui,7.36776337272738,7.36776337272738,8.394407683335654,9.654766926098562
2014,Manawatu-Whanganui,7.72209878911344,7.756339041746056,7.72209878911344,10.19463272162802
2015,Manawatu-Whanganui,7.815698729723693,9.167953556301857,7.815698729723693,10.32012709009019
2016,Manawatu-Whanganui,7.257617663189124,8.806259924463252,7.257617663189124,9.60352424209224
2017,Manawatu-Whanganui,8.373942143302543,9.92813342040196,8.373942143302543,11.130068472796356
2018,Manawatu-Whanganui,8.245508723896881,8.626793110736648,8.245508723896881,11.056935917187538
2019,Manawatu-Whanganui,8.765467385123321,8.323418877659204,8.765467385123321,11.833380969916483
2000,Marlborough,4.872718586340113,4.872718586340113,5.336579375651097,5.970347976998564
2001,Marlborough,5.599404437254669,5.599404437254669,5.573306468351793,6.898230473771304
2002,Marlborough,4.8261648030672735,4.8261648030672735,6.04305522468724,5.983839917205746
2003,Marlborough,5.060082665179265,5.060082665179265,5.836367596793584,6.279716275864642
2004,Marlborough,8.171886558942916,8.171886558942916,6.51093097619691,10.202546970743162
2005,Marlborough,5.581740258089643,5.581740258089643,6.922342755393559,6.993199861288624
2006,Marlborough,5.876261283427687,5.876261283427687,6.765666324300485,7.390319396238733
2007,Marlborough,8.8189642523899,8.8189642523899,7.225238129289919,11.189701187880798
2008,Marlborough,10.682383312550762,10.682383312550762,7.562313983172658,13.71614656465519
2009,Marlborough,6.63300393252613,6.63300393252613,7.634296877815361,8.533370796132795
2010,Marlborough,7.186363159002942,7.186363159002942,7.1928078512675215,9.209593094241956
2011,Marlborough,7.89015868746206,7.89015868746206,7.718493764092503,10.124088508729791
2012,Marlborough,9.6149682986728,9.6149682986728,7.768213139310801,12.419789747343904
2013,Marlborough,7.091335743863847,7.091335743863847,9.051103364727828,9.206315474175415
2014,Marlborough,9.239329498774806,8.16318721093712,9.239329498774806,12.130868448760442
2015,Marlborough,8.825485846855585,9.46663366826242,8.825485846855585,11.636099793098872
2016,Marlborough,8.41976996630647,9.286278397384264,8.41976996630647,11.136047462001317
2017,Marlborough,8.529259365575072,8.715547419587356,8.529259365575072,11.35754381269142
2018,Marlborough,10.145014396005216,9.294799585236827,10.145014396005216,13.61097189474692
2019,Marlborough,9.873147649931353,8.240543190492012,9.873147649931353,13.328749327407326
2000,Northland,5.9976587352913615,5.9976587352913615,6.280144480937054,7.46035538216886
2001,Northland,4.840994048198795,4.840994048198795,5.443589705823206,6.071440640209551
2002,Northland,6.928272202404051,6.928272202404051,6.528306209854613,8.741177490519297
2003,Northland,6.446627693793935,6.446627693793935,5.985352304978632,8.103745430197302
2004,Northland,5.542560982039092,5.542560982039092,6.309326190434402,7.004728772026792
2005,Northland,6.288822278131659,6.288822278131659,6.247509362042515,8.014686991114452
2006,Northland,7.155149395371218,7.155149395371218,6.794536665966577,9.184342567847017
2007,Northland,7.317315129209293,7.317315129209293,7.861285439124619,9.477197925211634
2008,Northland,7.233849555361551,7.233849555361551,7.758516887997749,9.420879800982084
2009,Northland,7.485206752857506,7.485206752857506,8.408860137832447,9.762185732032393
2010,Northland,7.19880717614113,7.19880717614113,7.962932535878513,9.32726115728295
2011,Northland,7.824292422983406,7.824292422983406,7.887435153784146,10.203900663302909
2012,Northland,9.267894940999962,9.267894940999962,8.624554467538452,12.105936333894874
2013,Northland,5.698559287628273,5.698559287628273,7.960979051972426,7.43504583579752
2014,Northland,8.51602629841037,7.876223303661708,8.51602629841037,11.212545761966304
2015,Northland,8.104665408461127,8.426787500768588,8.104665408461127,10.689078822404968
2016,Northland,8.609789434892232,8.885550269239092,8.609789434892232,11.435249936305755
2017,Northland,8.528529944354048,8.504816812581875,8.528529944354048,11.399906885378709
2018,Northland,9.818674293743452,7.494013206472224,9.818674293743452,13.224887200819763
2019,Northland,8.780238271713271,9.80175274014437,8.780238271713271,11.853321666812915
2000,Otago,6.107859007534647,6.107859007534647,4.846306615362819,7.541633568900592
2001,Otago,5.644478570955118,5.644478570955118,5.881536009531469,7.007105251974549
2002,Otago,6.943641034910531,6.943641034910531,6.059326437149054,8.672783376731509
2003,Otago,6.81763794365461,6.81763794365461,6.386856506080178,8.550478975697335
2004,Otago,8.027110086189708,8.027110086189708,7.108701631414177,10.116374567650915
2005,Otago,7.326884725151062,7.326884725151062,5.930230975711768,9.290569917884266
2006,Otago,5.676824556688472,5.676824556688472,6.616527229715148,7.220586079927174
2007,Otago,6.996026927549561,6.996026927549561,7.306988114790339,8.941079249880694
2008,Otago,6.350211801460119,6.350211801460119,6.647450289636448,8.170777536310792
2009,Otago,6.981726885591538,6.981726885591538,8.117699611451247,9.010223921977012
2010,Otago,9.085684739442373,9.085684739442373,7.748149604177985,11.76810767592706
2011,Otago,8.348073886313868,8.348073886313868,8.136188456779372,10.852219981953844
2012,Otago,7.231525983401688,7.231525983401688,7.599368170299072,9.43075117312186
2013,Otago,7.018061458941687,7.018061458941687,8.322468785327342,9.164119522192298
2014,Otago,8.780266342203042,8.267501109513255,8.780266342203042,11.556455926898533
2015,Otago,8.445229599258127,7.196838543073241,8.445229599258127,11.117337639012256
2016,Otago,8.728888751657095,7.940983897461727,8.728888751657095,11.55236992315814
2017,Otago,9.054556983456049,9.2487527749607,9.054556983456049,12.053069331521046
2018,Otago,8.840602258019947,10.695179899401976,8.840602258019947,11.871479043916429
2019,Otago,9.50517619969113,10.316448991079772,9.50517619969113,12.831987869583026
2000,Southland,5.622214604072601,5.622214604072601,5.763247826141296,6.941680287401675
2001,Southland,6.469578742567081,6.469578742567081,6.683733739398639,8.080007121510395
2002,Southland,7.2380925733600385,7.2380925733600385,5.831319084757475,9.093475042305297
2003,Southland,5.582037060879685,5.582037060879685,5.879544373675916,6.994829037598959
2004,Southland,6.364411404035038,6.364411404035038,5.868776393790426,7.998658766808979
2005,Southland,7.692632617092066,7.692632617092066,6.140095063757325,9.665250269464988
2006,Southland,6.077933828500937,6.077933828500937,6.8228248788245605,7.68137775730203
2007,Southland,6.232591756739624,6.232591756739624,7.098713221770276,7.930058741373249
2008,Southland,7.547101767148349,7.547101767148349,7.489210055429683,9.736868376322542
2009,Southland,8.404011305588822,8.404011305588822,6.976985539455476,10.912467039667105
2010,Southland,7.641768682263346,7.641768682263346,6.643585126270961,9.924115032175411
2011,Southland,9.324842784393196,9.324842784393196,7.976247398752435,12.213972444838618
2012,Southland,8.93530171684958,8.93530171684958,7.837250537365293,11.736591313772507
2013,Southland,8.76033413149105,8.76033413149105,8.139907248052165,11.45473839799475
2014,Southland,8.828125818869324,9.045971342983249,8.828125818869324,11.733361731296236
2015,Southland,8.338905145696828,10.934859620081912,8.338905145696828,11.002279615967094
2016,Southland,8.52729507547022,7.948989520233485,8.52729507547022,11.19255384807576
2017,Southland,8.641590559179685,6.702035598174112,8.641590559179685,11.458387666636142
2018,Southland,9.199915122286503,10.803832142684954,9.199915122286503,12.33721826266149
2019,Southland,8.780780821324775,8.670459598230211,8.780780821324775,11.854054108788448
2000,Taranaki,5.464641483453983,5.464641483453983,5.614651308974854,6.770462318757893
2001,Taranaki,6.305622864452126,6.305622864452126,5.856690766592724,7.938969455608271
2002,Taranaki,6.870511318008908,6.870511318008908,6.008115225404249,8.668930832223941
2003,Taranaki,5.858789304689559,5.858789304689559,5.620157727264167,7.372435050528631
2004,Taranaki,6.526972613808073,6.526972613808073,5.813106571762313,8.207421876376541
2005,Taranaki,5.96080795664567,5.96080795664567,6.023242218422689,7.499649809569283
2006,Taranaki,6.1810159774384665,6.1810159774384665,6.57847408747037,7.800584178784493
2007,Taranaki,7.512138163932977,7.512138163932977,7.540014001595987,9.62557056558517
2008,Taranaki,6.435353010964949,6.435353010964949,7.523587242179264,8.61616094644043
2009,Taranaki,7.115465346082914,7.115465346082914,8.511489531887358,9.562656378604428
2010,Taranaki,6.839956247473696,6.839956247473696,7.6768625871042016,9.132397159998456
2011,Taranaki,6.318337971617123,6.318337971617123,8.601804046325475,8.476360978755636
2012,Taranaki,7.689532328910594,7.689532328910594,8.276221303827871,10.29755463509142
2013,Taranaki,9.172023099034496,9.172023099034496,7.51102143041454,12.286269084218455
2014,Taranaki,9.14881185000059,8.36235520860135,9.14881185000059,12.350895997500796
2015,Taranaki,8.259586803961087,8.77063680199263,8.259586803961087,11.095953835363735
2016,Taranaki,7.72846809403703,9.094326705593172,7.72846809403703,10.165419993514384
2017,Taranaki,7.524001865198777,9.408425709700838,7.524001865198777,9.891918249463496
2018,Taranaki,8.14575450359455,8.401895340378388,8.14575450359455,10.846420330250991
2019,Taranaki,8.748964395346317,10.031119579789884,8.748964395346317,11.65067693329206
2000,Tasman/Nelson,5.576858971665532,5.576858971665532,5.813422820896095,6.932821813470868
2001,Tasman/Nelson,6.137230886432072,6.137230886432072,5.612139818344932,7.661957603297349
2002,Tasman/Nelson,6.432072956644583,6.432072956644583,5.598463597473991,8.077973132414387
2003,Tasman/Nelson,7.358580282119841,7.358580282119841,5.545621030733859,9.260494799901451
2004,Tasman/Nelson,6.260776623186481,6.260776623186481,6.100651263285016,7.921869464386542
2005,Tasman/Nelson,5.6615431378840055,5.6615431378840055,6.575817567384667,7.203821480489496
2006,Tasman/Nelson,7.673218582766764,7.673218582766764,6.6331378638372085,9.755947248931196
2007,Tasman/Nelson,6.757071295908491,6.757071295908491,7.897940318688066,8.654810463390437
2008,Tasman/Nelson,8.28476477863412,8.28476477863412,7.7448396353844675,10.66794303121854
2009,Tasman/Nelson,7.728962220879235,7.728962220879235,6.967412204523359,9.982350463936331
2010,Tasman/Nelson,7.409814815799034,7.409814815799034,7.686030486612362,9.598013821776926
2011,Tasman/Nelson,8.048809366537641,8.048809366537641,7.532645998022092,10.465280124730963
2012,Tasman/Nelson,9.864097591643036,9.864097591643036,7.673081708975865,12.838405960267108
2013,Tasman/Nelson,10.13054790634838,10.13054790634838,7.983981962284925,13.208089959832536
2014,Tasman/Nelson,8.512162566490769,8.270305921936302,8.512162566490769,11.181428461110151
2015,Tasman/Nelson,8.165978324815297,8.495655530753938,8.165978324815297,10.743985692404271
2016,Tasman/Nelson,9.129807494844298,9.746052550506716,9.129807494844298,12.06757457119878
2017,Tasman/Nelson,8.2675335416956,7.999453225697251,8.2675335416956,10.997485802947237
2018,Tasman/Nelson,9.181979581651456,9.552767690798726,9.181979581651456,12.307248699649838
2019,Tasman/Nelson,11.077189041029312,9.449142410013538,11.077189041029312,14.954205205389572
2000,Waikato,5.758213750086472,5.758213750086472,6.084164903320093,7.14428593856328
2001,Waikato,7.078559205998565,7.078559205998565,6.288960175554835,8.864721490159155
2002,Waikato,6.291860140619277,6.291860140619277,5.960208844240065,7.932682026808818
2003,Waikato,6.551159098497358,6.551159098497358,5.583403500579251,8.223262832709372
2004,Waikato,6.319588856692489,6.319588856692489,5.32597825604604,7.977971047734874
2005,Waikato,6.412048005727913,6.412048005727913,6.334544447950022,8.127385909142385
2006,Waikato,6.17463038999763,6.17463038999763,7.839788156899966,7.871065685316774
2007,Waikato,7.533922379933688,7.533922379933688,7.343919557750116,9.698918774924504
2008,Waikato,6.6476482664517125,6.6476482664517125,7.119754706653043,8.601684745214758
2009,Waikato,8.187274608454947,8.187274608454947,7.772684934114554,10.64390847605816
2010,Waikato,8.530590025107166,8.530590025107166,6.819366561424305,11.048902438682598
2011,Waikato,8.055756000984955,8.055756000984955,7.572806181645501,10.48787072406885
2012,Waikato,7.705071618390224,7.705071618390224,8.022076151944276,10.10010221059235
2013,Waikato,8.33174308118796,8.33174308118796,7.849350418273848,10.882521236761226
2014,Waikato,8.735966261585729,8.028192610857689,8.735966261585729,11.548134279620117
2015,Waikato,8.522935045317634,9.340387241125704,8.522935045317634,11.242703488357554
2016,Waikato,8.846801489701173,6.822238807691878,8.846801489701173,11.688697909592046
2017,Waikato,8.434778155116234,8.443465831773807,8.434778155116234,11.20635667673432
2018,Waikato,9.680011034459596,7.223189954563359,9.680011034459596,12.968640287227824
2019,Waikato,10.496048155149095,7.955434687945631,10.496048155149095,14.16966500945128
2000,Wellington,5.367442503614163,5.367442503614163,5.449813522575769,6.76128177097742
2001,Wellington,5.455908374973998,5.455908374973998,5.775638642046459,6.877457101032264
2002,Wellington,7.375371333503391,7.375371333503391,6.377091304236689,9.347624695723848
2003,Wellington,6.282375558911158,6.282375558911158,6.359538828882901,7.986367562404284
2004,Wellington,7.781733016101448,7.781733016101448,6.476095904419776,9.922605435051729
2005,Wellington,6.389747551365154,6.389747551365154,6.6741907029008205,8.17938089140948
2006,Wellington,8.26999943239663,8.26999943239663,7.0303202931380975,10.643201986504762
2007,Wellington,7.142970316274425,7.142970316274425,6.618298018513059,9.208594587247523
2008,Wellington,7.511585791214629,7.511585791214629,7.597886529738343,9.75342542059705
2009,Wellington,8.891635319929765,8.891635319929765,7.668375384983648,11.568830132472858
2010,Wellington,7.241566483266192,7.241566483266192,7.739617607293632,9.469994582739313
2011,Wellington,6.827091163629511,6.827091163629511,7.9028649831045055,8.94210654922295
2012,Wellington,7.4357067713013265,7.4357067713013265,7.987728451594187,9.796433243997631
2013,Wellington,8.354410409255326,8.354410409255326,8.940700271202918,11.026384029879631
2014,Wellington,8.034577903471948,6.693179529115708,8.034577903471948,10.648814116004989
2015,Wellington,8.10387319627648,8.910796408768784,8.10387319627648,10.780701532760546
2016,Wellington,8.035405552344088,7.880698703104791,8.035405552344088,10.718414510087202
2017,Wellington,8.115199953036356,9.908689704914623,8.115199953036356,10.88073649662341
2018,Wellington,8.174580675415523,6.608696892569946,8.174580675415523,11.00077070432424
2019,Wellington,8.498695738554698,8.156805871115703,8.498695738554698,11.473239247048843
2000,West Coast,5.448709661905064,5.448709661905064,4.755325506167123,6.688093832439774
2001,West Coast,6.090582225226095,6.090582225226095,5.458900553223137,7.545910820095909
2002,West Coast,6.040073541356529,6.040073541356529,5.898230586613336,7.515251092739337
2003,West Coast,5.381654232620831,5.381654232620831,5.531903983556239,6.67553241590979
2004,West Coast,6.891474096669016,6.891474096669016,6.456753586470145,8.605968664321772
2005,West Coast,6.94201768357699,6.94201768357699,7.161365935819831,8.701994494609739
2006,West Coast,6.7192575958511584,6.7192575958511584,6.382364151309103,8.53070393627135
2007,West Coast,6.575722133209762,6.575722133209762,6.76313496851401,8.401989009661962
2008,West Coast,8.217361355900257,8.217361355900257,7.803440344049376,10.67090116759767
2009,West Coast,8.254860542324705,8.254860542324705,8.889869072539673,10.8385065091676
2010,West Coast,6.687036427323206,6.687036427323206,7.393517501075981,8.739562143862415
2011,West Coast,8.135103034246782,8.135103034246782,8.325209528988381,10.703910525039635
2012,West Coast,8.752126477924566,8.752126477924566,9.46054819855276,11.611638800692608
2013,West Coast,7.4430424151231955,7.4430424151231955,7.509264444537404,9.820504229022031
2014,West Coast,7.92725386404064,8.757863987123255,7.92725386404064,10.552292157005509
2015,West Coast,8.160873791375117,7.030015732128566,8.160873791375117,10.798499333717157
2016,West Coast,7.842769755888235,9.498840076432666,7.842769755888235,10.288434032891306
2017,West Coast,8.719453526279938,9.64610771022612,8.719453526279938,11.518271828599204
2018,West Coast,8.932206760311374,8.540860968225264,8.932206760311374,11.998941598491326
2019,West Coast,8.037176230855566,9.338914739282092,8.037176230855566,10.850187911655016
